Index,Platform,Year of first publishment,Articles,Article links,Age (for whom to be protected),For whom to use/control the safety features,WhoUseControl,SafetyFeatures,Problemarea,Content,Contact,Conduct,Contract,Circulation,Quotes
TikTok43,TikTok,2022,Strengthening enforcement of sexually suggestive content,https://newsroom.tiktok.com/en-us/strengthening-enforcement-of-sexually-suggestive-content,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,"To safeguard For You feeds, TikTok has policies around content categories that are not eligible for recommendation, including implied nudity, sensual content, and other content that is not suitable for all audiences over age 13. Content Levels system, which is designed to prevent certain content with more mature or complex themes from reaching audiences between ages 13-17 (teen accounts). "
TikTok48,TikTok,2023,Introducing a way to refresh your For You feed on TikTok,https://newsroom.tiktok.com/en-us/introducing-a-way-to-refresh-your-for-you-feed-on-tiktok-us,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,"Filtering out content with complex or mature themes from teen accounts, powered by our Content Levels system"
TikTok49,TikTok,2023,Helping creators understand our rules with refreshed Community Guidelines,https://newsroom.tiktok.com/en-us/community-guidelines-update,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,age-restrict mature content so it is only viewed by adults (18 years or older).
TikTok5,TikTok,2019,TikTok for Younger Users,https://newsroom.tiktok.com/en-us/tiktok-for-younger-users,ChildrenUnder13,Platform,Platform,Content Recommendation Restrictions,Content Exposure,EXTENSIVE_CONTENT_LIMITS,,,,,"We accommodate users under the age of 13 in a limited app experience - ""TikTok for Younger Users"" - that introduces additional safety and privacy protections designed specifically for an audience that is under 13 years old. Within TikTok for Younger Users, users are provided a viewing experience that does not permit sharing of personal information and puts extensive limitations on content and user interaction. In this ecosystem, users cannot do things like share their videos, comment on others' videos, message with users, or maintain a profile or followers."
TikTok52,TikTok,2023,Updating Family Pairing and establishing TikTok's Youth Council,https://newsroom.tiktok.com/en-us/updating-family-pairing-and-establishing-tiktoks-youth-council,Teens (13-17),Parent,Parents,Content Recommendation Restrictions,Content Exposure,PARENTAL_KEYWORD_CONTENT_RESTRICTIONS,,,,,"by default, teens can view the keywords their caregiver, The keywords caregivers add will be a personalized layer on top of our Content Levels system, which already helps to keep content with more mature or complex themes from reaching audiences between ages 13-17."
TikTok53,TikTok,2023,Our continued actions to protect the TikTok community during the Israel-Hamas war,https://newsroom.tiktok.com/en-us/our-continued-actions-to-protect-the-tiktok-community-during-the-israelhamas-war,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,have prevented teen accounts from viewing over 1 million videos containing violence or graphic content.
TikTok55,TikTok,2024,"TikTok CEO Shou Chew's Opening Statement - Senate Judiciary Committee Hearing on Online Child Sexual Exploitation Crisis - January 31, 2024",https://newsroom.tiktok.com/en-us/opening-statement-senate-judiciary-committee-hearing,ChildrenUnder16,Platform,Platform,Content Recommendation Restrictions,Content Exposure,,,,,NO_RECOMMENDING_THEIR_VIDEOS,
TikTok6,TikTok,2020,Protecting against exploitative content,https://newsroom.tiktok.com/en-us/protecting-against-exploitative-content,ChildrenUnder18,Platform,Platform,Account Termination,Content Creation,,,,,"TERMINATING_ACCOUNTS, REPORTING_CASES, PHOTO_IDENTIFICATION","We prohibit content that depicts or disseminates child abuse, child nudity, or sexual exploitation of children in digital or real world format. If we become aware of any such content we will take immediate action to remove content, terminate accounts, and report cases to NCMEC and law enforcement as appropriate.  "
TikTok65,TikTok,2025,Live safety guide,https://www.tiktok.com/safety/en/live-safety-guide,Teens (13-17),Platform,Platform,Content Recommendation Restrictions,Content Exposure,"NO_RECOMMENDATION_OF_MATURE_LIVES, AGE_FILTER_FOR_LIVE_STREAMERS",,,,,"Creators must be 18+ to go LIVE and people must be 18+ to send and receive LIVE Gifts (*must be 19 to send Gifts in South Korea). Additionally, if age-restricted content is identified during the LIVE it won't be recommended for people between the ages of 13 - 17. LIVE creators are notified and can choose to disconnect co-hosts or remove guests whose LIVE content has been flagged as age-restricted."
TikTok67,TikTok,2025,Guardian's guide,https://www.tiktok.com/safety/en/guardians-guide,Teens (13-17),Platform,Platform,Content Recommendation Restrictions,Content Exposure,CONTENT_RESTRICTIONS,,VIEW_ONLY_EXPERIENCE,,,"In the US, we offer a curated, view-only experience for those under age 13"
TikTok67,TikTok,2025,Guardian's guide,https://www.tiktok.com/safety/en/guardians-guide,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,RECOMMENDATION_RESTRICTIONS,,,,NO_RECOMMENDATION_OF_CONTENT_BY_UNDER16,"Through Content Levels, we also work to minimize content with overtly mature themes from reaching teens under 18. We don't allow content posted by accounts for teens under 16 to be recommended in the For You feed."
TikTok67,TikTok,2025,Guardian's guide,https://www.tiktok.com/safety/en/guardians-guide,Teens (13-17),Parent ,Parents,Content Viewing Levels,Content Exposure,PARENTAL_CONTROL_CONTENT,,,,,"Setting a screen time limit, customizable by the day of the week. Customizable filtering of your teen's For You feed using keywords. Customize comment controls."
TikTok67_1,TikTok,2022,More ways for our community to enjoy what they love,https://newsroom.tiktok.com/en-us/more-ways-for-our-community-to-enjoy-what-they-love,Teens (13-17),Platform,Platform,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,"When we detect that a video contains mature or complex themes, for example, fictional scenes that may be too frightening or intense for younger audiences, a maturity score will be allocated to the video to help prevent those under 18 from viewing it across the TikTok experience."
TikTok7,TikTok,2020,TikTok introduces Family Pairing,https://newsroom.tiktok.com/en-us/tiktok-introduces-family-pairing,Teens (13-17),Parent,Parents,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,Family Pairing will allow a parent to link their TikTok account to their teen's and set controls
TikTok8,TikTok,2020,From our family to yours,https://newsroom.tiktok.com/en-us/from-our-family-to-yours,ChildrenUnder18,Parent,Parents,Content Viewing Levels,Content Exposure,CONTENT_RESTRICTIONS,,,,,"Family Pairing will allow parents/guardians to access the safety and privacy settings of their children's TikTok account and set controls for Direct Message access, Screen Time Management, and Restricted Mode."
YouTube1,YouTube,2019,More updates on our actions related to the safety of minors on YouTube,https://blog.youtube/news-and-events/more-updates-on-our-actions-related-to/,ChildrenUnder18,Platform,Platform,Reporting Content,Content Exposure,,,REPORT_CREATOR,,,Videos encouraging harmful and dangerous challenges targeting any audience are also clearly against our policies. We will continue to take action when creators violate our policies in ways that blatantly harm the broader user and creator community. Please continue to flag these to us.
YouTube10,YouTube,2022,Safer Internet Day: 4 Ways to Improve Your YouTube Experience,https://blog.youtube/news-and-events/safer-internet-day-2022-tips/,ChildrenUnder13,Parents,Parents,Content Viewing Levels,Content Exposure,CONTENT_SETTINGS,,,,,"We focus on including videos that are age-appropriate and high-quality on the app; you can choose from three age-based content levels (Preschool, Younger, Older) or decide to hand-pick only the videos, channels, and collections of content you want your child to watch."
YouTube10,YouTube,2022,Safer Internet Day: 4 Ways to Improve Your YouTube Experience,https://blog.youtube/news-and-events/safer-internet-day-2022-tips/,ChildrenOver9,Parents,Parents,Content Viewing Levels,Content Exposure,CONTENT_SETTINGS,,,,,"This supervised experience allows you to link your child’s Google Account to your own before choosing from three content settings (Explore, Explore more, Most of YouTube) that generally align with content ratings for pre-teens and older. "
YouTube11,YouTube,2023,4 ways we’re empowering viewers of all ages to experience a safer internet,https://blog.youtube/news-and-events/empowering-viewers-of-all-ages-to-safer-internet/,ChildrenUnder13,Parents,Parents,Content Approval,Content Exposure,CONTENT_APPROVAL,,,,,"block content or approve specific channels and videos,"
YouTube11,YouTube,2023,4 ways we’re empowering viewers of all ages to experience a safer internet,https://blog.youtube/news-and-events/empowering-viewers-of-all-ages-to-safer-internet/,ChildrenUnder13,Parents,Parents,Content Removal,Content Exposure,BLOCK_CONTENT,,,,,"block content or approve specific channels and videos,"
YouTube12,YouTube,2023,An updated approach to eating disorder-related content,https://blog.youtube/news-and-events/an-updated-approach-to-eating-disorder-related-content/,ChildrenUnder18,Platform,Platform,Content Viewing Levels,Content Exposure,AGE_RESTRICTION,,,,,"so we’re introducing age restrictions on certain content about eating disorders. As a result, some videos will not be available to viewers under 18, if you’re signed out, or if the video is embedded on another website."
